Fecha,Precio,Apertura,Maximo,Minimo,Cambio
10/25/2015,"2,896.86","2,916.90","2,962.50","2,887.70",-0.69%
10/18/2015,"2,916.90","2,883.50","2,981.00","2,881.65",1.13%
10/11/2015,"2,884.25","2,862.25","2,949.75","2,861.50",0.65%
10/04/2015,"2,865.50","3,018.07","3,020.07","2,833.00",-5.04%
09/27/2015,"3,017.57","3,074.82","3,139.07","3,007.82",-1.83%
09/20/2015,"3,073.75","2,984.75","3,165.15","2,977.85",2.99%
09/13/2015,"2,984.50","3,042.50","3,065.45","2,948.85",-1.92%
09/06/2015,"3,043.00","3,127.50","3,159.00","2,980.25",-2.70%
08/30/2015,"3,127.50","3,074.50","3,198.00","3,037.70",1.71%
08/23/2015,"3,075.00","3,103.20","3,269.15","3,062.50",-1.05%
08/16/2015,"3,107.65","2,992.06","3,130.96","2,991.56",3.87%
08/09/2015,"2,991.75","2,939.95","2,997.00","2,898.75",1.82%
08/02/2015,"2,938.36","2,880.84","2,973.34","2,876.14",2.03%
07/26/2015,"2,880.00","2,851.00","2,888.70","2,835.50",0.96%
07/19/2015,"2,852.72","2,759.78","2,875.05","2,755.53",3.39%
07/12/2015,"2,759.30","2,672.20","2,769.20","2,671.74",3.21%
07/05/2015,"2,673.50","2,636.50","2,707.00","2,633.50",1.40%
06/28/2015,"2,636.50","2,585.50","2,649.60","2,580.50",2.02%
06/21/2015,"2,584.37","2,555.03","2,596.38","2,528.28",1.17%
06/14/2015,"2,554.50","2,525.10","2,558.25","2,509.50",1.13%
06/07/2015,"2,526.00","2,619.50","2,623.15","2,505.30",-3.68%
05/31/2015,"2,622.50","2,531.50","2,635.20","2,530.00",3.62%
05/24/2015,"2,531.00","2,489.90","2,569.10","2,484.50",1.14%
05/17/2015,"2,502.50","2,422.20","2,528.95","2,421.00",3.58%
05/10/2015,"2,416.00","2,355.00","2,429.07","2,352.50",2.58%
05/03/2015,"2,355.32","2,381.82","2,415.62","2,350.47",-1.51%
04/26/2015,"2,391.50","2,453.50","2,464.00","2,374.70",-2.49%
04/19/2015,"2,452.50","2,498.50","2,503.50","2,445.20",-1.90%
04/12/2015,"2,500.10","2,507.91","2,569.61","2,478.41",-0.34%
04/05/2015,"2,508.55","2,562.55","2,574.75","2,478.35",-2.24%
03/29/2015,"2,566.00","2,562.50","2,617.39","2,561.00",0.29%
03/22/2015,"2,558.50","2,574.50","2,574.63","2,494.00",-0.62%
03/15/2015,"2,574.43","2,668.43","2,699.62","2,567.52",-3.54%
03/08/2015,"2,668.88","2,581.78","2,673.98","2,579.72",3.34%
03/01/2015,"2,582.65","2,501.15","2,587.45","2,500.40",3.31%
02/22/2015,"2,499.97","2,457.97","2,516.97","2,457.47",1.65%
02/15/2015,"2,459.42","2,385.19","2,463.82","2,373.69",3.02%
02/08/2015,"2,387.38","2,382.88","2,431.88","2,362.88",0.29%
02/01/2015,"2,380.50","2,439.50","2,439.50","2,345.50",-2.44%
01/25/2015,"2,440.00","2,389.50","2,459.00","2,349.75",2.31%
01/18/2015,"2,385.00","2,369.00","2,394.99","2,343.08",0.69%
01/11/2015,"2,368.63","2,417.01","2,463.13","2,364.79",-1.99%
01/04/2015,"2,416.77","2,377.48","2,461.48","2,372.95",1.68%
12/28/2014,"2,376.73","2,365.27","2,405.47","2,365.27",0.23%
12/21/2014,"2,371.24","2,295.36","2,375.34","2,290.45",3.28%
12/14/2014,"2,295.99","2,405.36","2,470.46","2,281.26",-4.52%
12/07/2014,"2,404.69","2,317.10","2,454.79","2,315.10",3.70%
11/30/2014,"2,318.84","2,217.51","2,323.11","2,210.61",4.59%
11/23/2014,"2,217.00","2,145.00","2,218.09","2,145.00",3.32%
11/16/2014,"2,145.75","2,159.25","2,171.45","2,135.42",-0.61%
11/09/2014,"2,159.00","2,099.90","2,168.00","2,092.00",2.85%
11/02/2014,"2,099.24","2,057.21","2,110.26","2,053.01",2.00%
10/26/2014,"2,058.00","2,066.75","2,075.80","2,040.90",-0.38%
10/19/2014,"2,065.77","2,064.38","2,072.08","2,042.38",0.07%
10/12/2014,"2,064.32","2,048.93","2,083.81","2,042.53",0.72%
10/05/2014,"2,049.50","2,027.50","2,057.54","2,018.49",1.07%
09/28/2014,"2,027.89","2,017.69","2,034.89","2,010.84",0.49%
09/21/2014,"2,018.05","1,972.62","2,032.22","1,971.03",2.33%
09/14/2014,"1,972.03","1,996.12","1,996.62","1,957.12",-1.25%
09/07/2014,"1,997.00","1,934.00","2,000.20","1,930.40",3.04%
08/31/2014,"1,938.00","1,923.30","1,944.53","1,919.60",0.90%
08/24/2014,"1,920.73","1,924.58","1,939.48","1,914.68",-0.20%
08/17/2014,"1,924.57","1,885.09","1,929.68","1,880.28",2.10%
08/10/2014,"1,885.00","1,890.15","1,890.25","1,870.25",-0.28%
08/03/2014,"1,890.24","1,870.36","1,896.49","1,865.34",0.71%
07/27/2014,"1,876.94","1,850.57","1,891.06","1,847.05",1.47%
07/20/2014,"1,849.78","1,868.77","1,868.91","1,840.32",-1.02%
07/13/2014,"1,868.81","1,857.06","1,878.81","1,850.42",0.59%
07/06/2014,"1,857.83","1,837.87","1,865.86","1,837.87",0.80%
06/29/2014,"1,843.00","1,885.20","1,888.50","1,843.00",-1.96%
06/22/2014,"1,879.83","1,882.67","1,890.16","1,874.92",-0.16%
06/15/2014,"1,882.85","1,881.95","1,903.45","1,876.34",0.06%
06/08/2014,"1,881.80","1,883.70","1,892.05","1,869.95",-0.11%
06/01/2014,"1,883.85","1,898.25","1,904.24","1,882.24",-0.69%
05/25/2014,"1,897.00","1,911.00","1,923.00","1,896.33",-0.70%
05/18/2014,"1,910.35","1,925.25","1,926.74","1,897.74",-0.81%
05/11/2014,"1,925.86","1,901.38","1,934.37","1,894.43",1.14%
05/04/2014,"1,904.15","1,922.64","1,925.64","1,896.35",-1.00%
04/27/2014,"1,923.43","1,942.66","1,943.47","1,919.97",-0.99%
04/20/2014,"1,942.75","1,929.75","1,946.34","1,918.10",0.69%
04/13/2014,"1,929.50","1,928.50","1,937.50","1,921.49",0.12%
04/06/2014,"1,927.25","1,950.95","1,966.50","1,913.10",-1.22%
03/30/2014,"1,951.00","1,969.00","1,986.50","1,944.40",-0.74%
03/23/2014,"1,965.53","1,995.09","1,995.51","1,953.20",-1.48%
03/16/2014,"1,995.04","2,041.81","2,041.81","1,981.06",-2.30%
03/09/2014,"2,041.91","2,037.09","2,052.07","2,033.58",0.23%
03/02/2014,"2,037.15","2,046.19","2,055.74","2,021.55",-0.34%
02/23/2014,"2,044.00","2,043.50","2,065.53","2,035.80",-0.02%
02/16/2014,"2,044.50","2,016.75","2,065.99","2,009.99",1.38%
02/09/2014,"2,016.75","2,050.00","2,053.10","2,013.00",-1.53%
02/02/2014,"2,048.00","2,015.40","2,061.19","2,006.50",1.59%
01/26/2014,"2,015.92","1,994.67","2,027.88","1,982.48",1.06%
01/19/2014,"1,994.68","1,964.17","2,008.00","1,964.17",1.55%
01/12/2014,"1,964.16","1,924.59","1,966.28","1,916.28",2.06%
01/05/2014,"1,924.59","1,937.64","1,941.09","1,921.84",-0.69%
12/29/2013,"1,937.97","1,926.24","1,943.28","1,920.24",0.46%
12/22/2013,"1,929.12","1,932.54","1,934.04","1,912.53",-0.20%
12/15/2013,"1,933.00","1,931.78","1,949.19","1,924.35",0.06%
12/08/2013,"1,931.78","1,932.32","1,940.01","1,921.11",-0.03%
12/01/2013,"1,932.30","1,930.44","1,951.54","1,929.00",0.03%
11/24/2013,"1,931.75","1,928.79","1,934.25","1,920.24",0.14%
11/17/2013,"1,929.09","1,917.91","1,936.01","1,910.01",0.62%
11/10/2013,"1,917.28","1,922.18","1,935.91","1,914.51",-0.30%
11/03/2013,"1,923.00","1,904.00","1,941.05","1,895.00",1.02%
10/27/2013,"1,903.50","1,883.08","1,904.99","1,878.49",1.10%
10/20/2013,"1,882.79","1,881.44","1,887.97","1,875.66",0.12%
10/13/2013,"1,880.50","1,882.50","1,887.25","1,876.65",-0.04%
10/06/2013,"1,881.26","1,886.49","1,897.51","1,877.51",-0.30%
09/29/2013,"1,886.83","1,907.85","1,914.84","1,879.60",-1.14%
09/22/2013,"1,908.50","1,895.50","1,920.43","1,885.60",0.66%
09/15/2013,"1,895.97","1,922.95","1,923.65","1,879.66",-1.42%
09/08/2013,"1,923.37","1,950.58","1,950.58","1,914.48",-1.38%
09/01/2013,"1,950.28","1,932.53","1,958.14","1,932.26",0.90%
08/25/2013,"1,932.92","1,917.43","1,946.08","1,910.09",0.82%
08/18/2013,"1,917.20","1,912.04","1,935.35","1,903.96",0.26%
08/11/2013,"1,912.24","1,873.55","1,913.60","1,865.06",2.09%
08/04/2013,"1,873.05","1,889.28","1,889.28","1,870.40",-0.87%
07/28/2013,"1,889.44","1,885.51","1,900.85","1,882.81",0.19%
07/21/2013,"1,885.80","1,881.79","1,895.40","1,874.39",0.20%
07/14/2013,"1,882.07","1,905.66","1,905.66","1,866.83",-1.21%
07/07/2013,"1,905.07","1,928.51","1,931.57","1,899.08",-1.23%
06/30/2013,"1,928.86","1,920.78","1,930.42","1,909.93",0.37%
06/23/2013,"1,921.68","1,938.34","1,949.34","1,912.84",-0.82%
06/16/2013,"1,937.55","1,882.43","1,948.53","1,873.53",2.95%
06/09/2013,"1,882.00","1,892.00","1,914.50","1,876.80",-0.51%
06/02/2013,"1,891.60","1,902.30","1,914.80","1,886.39",-0.63%
05/26/2013,"1,903.62","1,880.07","1,920.97","1,878.37",1.32%
05/19/2013,"1,878.82","1,842.74","1,884.32","1,839.33",1.98%
05/12/2013,"1,842.27","1,833.32","1,845.26","1,831.26",0.48%
05/05/2013,"1,833.45","1,834.43","1,836.89","1,821.90",-0.04%
04/28/2013,"1,834.25","1,833.62","1,840.21","1,823.21",0.02%
04/21/2013,"1,833.80","1,836.90","1,845.80","1,827.90",-0.17%
04/14/2013,"1,836.90","1,826.40","1,852.34","1,824.90",0.57%
04/07/2013,"1,826.49","1,819.49","1,834.49","1,810.55",0.33%
03/31/2013,"1,820.50","1,820.50","1,837.00","1,813.70",-0.25%
03/24/2013,"1,825.00","1,834.00","1,842.30","1,825.00",-0.20%
03/17/2013,"1,828.70","1,806.54","1,831.25","1,797.40",1.24%
03/10/2013,"1,806.35","1,801.61","1,808.28","1,795.37",0.26%
03/03/2013,"1,801.72","1,812.92","1,816.12","1,795.72",-0.64%
02/24/2013,"1,813.28","1,798.15","1,821.85","1,793.80",0.82%
02/17/2013,"1,798.50","1,787.23","1,804.28","1,785.13",0.66%
02/10/2013,"1,786.73","1,785.78","1,788.90","1,773.31",0.02%
02/03/2013,"1,786.34","1,777.11","1,799.46","1,777.06",0.57%
01/27/2013,"1,776.20","1,778.90","1,782.05","1,764.65",-0.16%
01/20/2013,"1,779.12","1,769.28","1,782.97","1,768.17",0.54%
01/13/2013,"1,769.50","1,763.00","1,778.70","1,756.11",0.35%
01/06/2013,"1,763.40","1,771.73","1,774.00","1,758.50",-0.45%
